사업명,기준년월,시도,시군구,수급권자수,수급가구수
기초생계급여,2025-12,충청남도,태안군,2118,1781
기초생계급여,2025-12,전라남도,목포시,14046,10879
기초생계급여,2025-12,전라남도,여수시,9522,7867
기초생계급여,2025-12,전라남도,순천시,8037,6654
기초생계급여,2025-12,전라남도,나주시,4614,3695
기초생계급여,2025-12,전라남도,광양시,3976,3062
기초생계급여,2025-12,전라남도,담양군,1973,1637
기초생계급여,2025-12,전라남도,곡성군,1464,1254
기초생계급여,2025-12,전라남도,구례군,1360,1122
기초생계급여,2025-12,전라남도,고흥군,4109,3464
기초생계급여,2025-12,전라남도,보성군,2167,1789
기초생계급여,2025-12,전라남도,화순군,2429,1993
기초생계급여,2025-12,전라남도,장흥군,2099,1705
기초생계급여,2025-12,전라남도,강진군,1977,1554
기초생계급여,2025-12,전라남도,해남군,3539,2933
기초생계급여,2025-12,전라남도,영암군,1845,1525
기초생계급여,2025-12,전라남도,무안군,2551,2052
기초생계급여,2025-12,전라남도,함평군,1759,1453
기초생계급여,2025-12,전라남도,영광군,2778,2219
기초생계급여,2025-12,전라남도,장성군,1883,1562
기초생계급여,2025-12,전라남도,완도군,2789,2336
기초생계급여,2025-12,전라남도,진도군,1912,1580
기초생계급여,2025-12,전라남도,신안군,1789,1494
기초생계급여,2025-12,경상북도,포항시,442,441
기초생계급여,2025-12,경상북도,포항시남구,10345,8332
기초생계급여,2025-12,경상북도,포항시북구,11748,9285
기초생계급여,2025-12,경상북도,경주시,11297,9211
기초생계급여,2025-12,경상북도,김천시,6299,5210
기초생계급여,2025-12,경상북도,안동시,8691,7193
기초생계급여,2025-12,경상북도,구미시,11529,8857
기초생계급여,2025-12,경상북도,영주시,5994,4900
기초생계급여,2025-12,경상북도,영천시,6128,5074
기초생계급여,2025-12,경상북도,상주시,4537,3868
기초생계급여,2025-12,경상북도,문경시,2844,2482
기초생계급여,2025-12,경상북도,경산시,10515,8408
기초생계급여,2025-12,경상북도,의성군,2822,2506
기초생계급여,2025-12,경상북도,청송군,1254,1081
기초생계급여,2025-12,경상북도,영양군,944,751
기초생계급여,2025-12,경상북도,영덕군,2378,2073
기초생계급여,2025-12,경상북도,청도군,2077,1819
기초생계급여,2025-12,경상북도,고령군,1740,1487
기초생계급여,2025-12,경상북도,성주군,2099,1786
기초생계급여,2025-12,경상북도,칠곡군,4353,3563
기초생계급여,2025-12,경상북도,예천군,2251,1903
기초생계급여,2025-12,경상북도,봉화군,1317,1145
기초생계급여,2025-12,경상북도,울진군,2620,2240
기초생계급여,2025-12,경상북도,울릉군,222,191
기초생계급여,2025-12,경상남도,창원시,119,119
기초생계급여,2025-12,경상남도,창원시의창구,6972,5631
기초생계급여,2025-12,경상남도,창원시성산구,3244,2654
기초생계급여,2025-12,경상남도,창원시마산합포구,7710,6658
기초생계급여,2025-12,경상남도,창원시마산회원구,6984,5958
기초생계급여,2025-12,경상남도,창원시진해구,5764,4855
기초생계급여,2025-12,경상남도,진주시,13099,10464
기초생계급여,2025-12,경상남도,통영시,7378,5883
기초생계급여,2025-12,경상남도,사천시,4892,4089
기초생계급여,2025-12,경상남도,김해시,18980,14791
기초생계급여,2025-12,경상남도,밀양시,5186,4308
기초생계급여,2025-12,경상남도,거제시,6794,5436
기초생계급여,2025-12,경상남도,양산시,13344,10413
기초생계급여,2025-12,경상남도,의령군,1664,1454
기초생계급여,2025-12,경상남도,함안군,2647,2251
기초생계급여,2025-12,경상남도,창녕군,3243,2757
기초생계급여,2025-12,경상남도,고성군,2749,2339
기초생계급여,2025-12,경상남도,남해군,2063,1726
기초생계급여,2025-12,경상남도,하동군,2430,2027
기초생계급여,2025-12,경상남도,산청군,1632,1404
기초생계급여,2025-12,경상남도,함양군,2075,1749
기초생계급여,2025-12,경상남도,거창군,2900,2353
기초생계급여,2025-12,경상남도,합천군,2126,1798
기초생계급여,2025-12,제주특별자치도,제주시,19288,14418
기초생계급여,2025-12,제주특별자치도,서귀포시,7498,5844
기초생계급여,2025-12,강원특별자치도,춘천시,12173,9885
기초생계급여,2025-12,강원특별자치도,원주시,13093,10570
기초생계급여,2025-12,강원특별자치도,강릉시,9202,7690
기초생계급여,2025-12,강원특별자치도,동해시,3640,3035
기초생계급여,2025-12,강원특별자치도,태백시,1716,1458
기초생계급여,2025-12,강원특별자치도,속초시,4149,3413
기초생계급여,2025-12,강원특별자치도,삼척시,3035,2497
기초생계급여,2025-12,강원특별자치도,홍천군,2370,1973
기초생계급여,2025-12,강원특별자치도,횡성군,1581,1322
기초생계급여,2025-12,강원특별자치도,영월군,1314,1127
기초생계급여,2025-12,강원특별자치도,평창군,1087,951
기초생계급여,2025-12,강원특별자치도,정선군,1301,1157
기초생계급여,2025-12,강원특별자치도,철원군,1435,1237
기초생계급여,2025-12,강원특별자치도,화천군,712,619
기초생계급여,2025-12,강원특별자치도,양구군,883,723
기초생계급여,2025-12,강원특별자치도,인제군,1039,878
기초생계급여,2025-12,강원특별자치도,고성군,1058,894
기초생계급여,2025-12,강원특별자치도,양양군,1267,1119
기초생계급여,2025-12,전북특별자치도,전주시,769,764
기초생계급여,2025-12,전북특별자치도,전주시 완산구,16377,12194
기초생계급여,2025-12,전북특별자치도,전주시 덕진구,12202,8954
기초생계급여,2025-12,전북특별자치도,군산시,13065,10436
기초생계급여,2025-12,전북특별자치도,익산시,17069,13164
기초생계급여,2025-12,전북특별자치도,정읍시,6809,5425
기초생계급여,2025-12,전북특별자치도,남원시,4797,3807
기초생계급여,2025-12,전북특별자치도,김제시,6105,4916
기초생계급여,2025-12,전북특별자치도,완주군,5189,3977
기초생계급여,2025-12,전북특별자치도,진안군,1198,1003
기초생계급여,2025-12,전북특별자치도,무주군,1024,865
기초생계급여,2025-12,전북특별자치도,장수군,892,718
기초생계급여,2025-12,전북특별자치도,임실군,1487,1195
기초생계급여,2025-12,전북특별자치도,순창군,1414,1118
기초생계급여,2025-12,전북특별자치도,고창군,2829,2390
기초생계급여,2025-12,전북특별자치도,부안군,2649,2243
기초의료급여,2025-12,서울특별시,종로구,4049,3655
기초의료급여,2025-12,서울특별시,중구,3776,3363
기초의료급여,2025-12,서울특별시,용산구,5936,5017
기초의료급여,2025-12,서울특별시,성동구,6247,5164
기초의료급여,2025-12,서울특별시,광진구,7633,6263
기초의료급여,2025-12,서울특별시,동대문구,10778,9064
기초의료급여,2025-12,서울특별시,중랑구,16703,13688
기초의료급여,2025-12,서울특별시,성북구,11359,9086
기초의료급여,2025-12,서울특별시,강북구,15850,12630
기초의료급여,2025-12,서울특별시,도봉구,10799,8553
기초의료급여,2025-12,서울특별시,노원구,20624,15963
기초의료급여,2025-12,서울특별시,은평구,16315,13053
기초의료급여,2025-12,서울특별시,서대문구,6595,5515
기초의료급여,2025-12,서울특별시,마포구,7338,5781
기초의료급여,2025-12,서울특별시,양천구,10639,8600
기초의료급여,2025-12,서울특별시,강서구,21532,17178
기초의료급여,2025-12,서울특별시,구로구,10204,8252
기초의료급여,2025-12,서울특별시,금천구,9635,7886
기초의료급여,2025-12,서울특별시,영등포구,8460,7530
기초의료급여,2025-12,서울특별시,동작구,7336,6154
기초의료급여,2025-12,서울특별시,관악구,15304,12758
기초의료급여,2025-12,서울특별시,서초구,4567,3594
기초의료급여,2025-12,서울특별시,강남구,10374,8102
기초의료급여,2025-12,서울특별시,송파구,9958,7967
기초의료급여,2025-12,서울특별시,강동구,10913,8997
기초의료급여,2025-12,부산광역시,중구,3386,2877
기초의료급여,2025-12,부산광역시,서구,6619,5528
기초의료급여,2025-12,부산광역시,동구,6898,5516
기초의료급여,2025-12,부산광역시,영도구,9125,7392
기초의료급여,2025-12,부산광역시,부산진구,15624,12579
기초의료급여,2025-12,부산광역시,동래구,8106,6630
기초의료급여,2025-12,부산광역시,남구,8107,6493
기초의료급여,2025-12,부산광역시,북구,15369,12143
기초의료급여,2025-12,부산광역시,해운대구,13944,11026
기초의료급여,2025-12,부산광역시,사하구,17337,13696
기초의료급여,2025-12,부산광역시,금정구,9108,7512
기초의료급여,2025-12,부산광역시,강서구,2803,2149
기초의료급여,2025-12,부산광역시,연제구,8038,6542
기초의료급여,2025-12,부산광역시,수영구,6215,5016
기초의료급여,2025-12,부산광역시,사상구,12141,9711
기초의료급여,2025-12,부산광역시,기장군,6581,4935
기초의료급여,2025-12,대구광역시,중구,2762,2234
기초의료급여,2025-12,대구광역시,동구,15410,12519
기초의료급여,2025-12,대구광역시,서구,11609,9298
기초의료급여,2025-12,대구광역시,남구,10480,8481
기초의료급여,2025-12,대구광역시,북구,14097,11245
기초의료급여,2025-12,대구광역시,수성구,14162,11050
기초의료급여,2025-12,대구광역시,달서구,22511,17767
기초의료급여,2025-12,대구광역시,달성군,8264,6132
기초의료급여,2025-12,대구광역시,군위군,825,665
기초의료급여,2025-12,인천광역시,중구,5358,4313
기초의료급여,2025-12,인천광역시,동구,2515,2083
기초의료급여,2025-12,인천광역시,미추홀구,19680,15191
기초의료급여,2025-12,인천광역시,연수구,7924,6197
기초의료급여,2025-12,인천광역시,남동구,22775,17310
기초의료급여,2025-12,인천광역시,부평구,20390,15868
기초의료급여,2025-12,인천광역시,계양구,9549,7467
기초의료급여,2025-12,인천광역시,서구,18005,13656
기초의료급여,2025-12,인천광역시,강화군,2888,2379
기초의료급여,2025-12,인천광역시,옹진군,438,393
기초의료급여,2025-12,광주광역시,동구,4825,3966
기초의료급여,2025-12,광주광역시,서구,10776,8175
기초의료급여,2025-12,광주광역시,남구,8089,6161
기초의료급여,2025-12,광주광역시,북구,20685,15586
기초의료급여,2025-12,광주광역시,광산구,14225,9857
기초의료급여,2025-12,대전광역시,동구,12256,9888
기초의료급여,2025-12,대전광역시,중구,9961,7958
기초의료급여,2025-12,대전광역시,서구,13498,10395
기초의료급여,2025-12,대전광역시,유성구,6821,5334
기초의료급여,2025-12,대전광역시,대덕구,7977,6179
기초의료급여,2025-12,울산광역시,중구,5718,4782
기초의료급여,2025-12,울산광역시,남구,6897,5857
기초의료급여,2025-12,울산광역시,동구,3565,2751
기초의료급여,2025-12,울산광역시,북구,3327,2500
기초의료급여,2025-12,울산광역시,울주군,5022,4220
기초의료급여,2025-12,세종특별자치시,세종특별자치시,4106,3300
기초의료급여,2025-12,경기도,수원시,152,152
기초의료급여,2025-12,경기도,수원시장안구,4623,3868
기초의료급여,2025-12,경기도,수원시권선구,6215,5180
기초의료급여,2025-12,경기도,수원시팔달구,5330,4580
기초의료급여,2025-12,경기도,수원시영통구,2078,1771
기초의료급여,2025-12,경기도,성남시,358,358
기초의료급여,2025-12,경기도,성남시수정구,8319,6951
기초의료급여,2025-12,경기도,성남시중원구,5833,4799
기초의료급여,2025-12,경기도,성남시분당구,5030,3971
기초의료급여,2025-12,경기도,의정부시,13926,11450
기초의료급여,2025-12,경기도,안양시,344,344
기초의료급여,2025-12,경기도,안양시만안구,4880,4061
기초의료급여,2025-12,경기도,안양시동안구,2939,2382
기초의료급여,2025-12,경기도,부천시,15,15
기초의료급여,2025-12,경기도,부천시 원미구,8678,7274
기초의료급여,2025-12,경기도,부천시 소사구,5403,4493
기초의료급여,2025-12,경기도,부천시 오정구,4521,3521
기초의료급여,2025-12,경기도,광명시,4924,3914
기초의료급여,2025-12,경기도,평택시,11695,9366
기초의료급여,2025-12,경기도,동두천시,4975,4041
기초의료급여,2025-12,경기도,안산시,837,836
기초의료급여,2025-12,경기도,안산시상록구,10603,8164
기초의료급여,2025-12,경기도,안산시단원구,7236,5763
기초의료급여,2025-12,경기도,고양시,1276,1274
기초의료급여,2025-12,경기도,고양시덕양구,11385,9237
기초의료급여,2025-12,경기도,고양시일산동구,4807,3873
기초의료급여,2025-12,경기도,고양시일산서구,3601,2906
기초의료급여,2025-12,경기도,과천시,724,578
기초의료급여,2025-12,경기도,구리시,4486,3733
기초의료급여,2025-12,경기도,남양주시,15714,12723
기초의료급여,2025-12,경기도,오산시,3909,3256
기초의료급여,2025-12,경기도,시흥시,11270,9045
기초의료급여,2025-12,경기도,군포시,5693,4681
기초의료급여,2025-12,경기도,의왕시,1645,1379
기초의료급여,2025-12,경기도,하남시,4296,3581
기초의료급여,2025-12,경기도,용인시,362,362
기초의료급여,2025-12,경기도,용인시처인구,4076,3379
기초의료급여,2025-12,경기도,용인시기흥구,4328,3514
기초의료급여,2025-12,경기도,용인시수지구,1063,910
기초의료급여,2025-12,경기도,파주시,13055,10378
기초의료급여,2025-12,경기도,이천시,4498,3649
기초의료급여,2025-12,경기도,안성시,5581,4563
기초의료급여,2025-12,경기도,김포시,8410,6666
기초의료급여,2025-12,경기도,화성시,9857,8155
기초의료급여,2025-12,경기도,광주시,5801,4680
기초의료급여,2025-12,경기도,양주시,8493,6692
기초의료급여,2025-12,경기도,포천시,6175,5064
기초의료급여,2025-12,경기도,여주시,4148,3444
기초의료급여,2025-12,경기도,연천군,1853,1575
기초의료급여,2025-12,경기도,가평군,2972,2601
기초의료급여,2025-12,경기도,양평군,3800,3261
기초의료급여,2025-12,충청북도,청주시,1195,1195
기초의료급여,2025-12,충청북도,청주시상당구,5392,4351
기초의료급여,2025-12,충청북도,청주시서원구,5752,4706
기초의료급여,2025-12,충청북도,청주시흥덕구,4302,3355
기초의료급여,2025-12,충청북도,청주시청원구,3428,2711
기초의료급여,2025-12,충청북도,충주시,7529,6128
기초의료급여,2025-12,충청북도,제천시,4845,4009
기초의료급여,2025-12,충청북도,보은군,1175,967
기초의료급여,2025-12,충청북도,옥천군,1799,1494
기초의료급여,2025-12,충청북도,영동군,1768,1421
기초의료급여,2025-12,충청북도,증평군,1305,1064
기초의료급여,2025-12,충청북도,진천군,1982,1586
기초의료급여,2025-12,충청북도,괴산군,1484,1159
기초의료급여,2025-12,충청북도,음성군,4084,3500
기초의료급여,2025-12,충청북도,단양군,1038,863
기초의료급여,2025-12,충청남도,천안시,875,875
기초의료급여,2025-12,충청남도,천안시 동남구,6613,5311
기초의료급여,2025-12,충청남도,천안시 서북구,6840,5454
기초의료급여,2025-12,충청남도,공주시,4184,3460
기초의료급여,2025-12,충청남도,보령시,3696,3044
기초의료급여,2025-12,충청남도,아산시,8291,6678
기초의료급여,2025-12,충청남도,서산시,3529,2892
기초의료급여,2025-12,충청남도,논산시,6042,4845
기초의료급여,2025-12,충청남도,계룡시,490,399
기초의료급여,2025-12,충청남도,당진시,2964,2467
기초의료급여,2025-12,충청남도,금산군,1659,1364
기초의료급여,2025-12,충청남도,부여군,2623,2132
기초의료급여,2025-12,충청남도,서천군,2151,1776
기초의료급여,2025-12,충청남도,청양군,910,730
기초의료급여,2025-12,충청남도,홍성군,2995,2450
기초의료급여,2025-12,충청남도,예산군,2515,2092
기초의료급여,2025-12,충청남도,태안군,1864,1546
기초의료급여,2025-12,전라남도,목포시,11216,8771
기초의료급여,2025-12,전라남도,여수시,7714,6346
기초의료급여,2025-12,전라남도,순천시,6437,5226
기초의료급여,2025-12,전라남도,나주시,3818,3076
기초의료급여,2025-12,전라남도,광양시,3198,2455
기초의료급여,2025-12,전라남도,담양군,1535,1250
기초의료급여,2025-12,전라남도,곡성군,1198,987
기초의료급여,2025-12,전라남도,구례군,1087,868
기초의료급여,2025-12,전라남도,고흥군,3009,2487
기초의료급여,2025-12,전라남도,보성군,1736,1391
기초의료급여,2025-12,전라남도,화순군,2015,1637
기초의료급여,2025-12,전라남도,장흥군,1702,1309
기초의료급여,2025-12,전라남도,강진군,1605,1195
기초의료급여,2025-12,전라남도,해남군,2699,2174
기초의료급여,2025-12,전라남도,영암군,1473,1193
기초의료급여,2025-12,전라남도,무안군,1821,1442
기초의료급여,2025-12,전라남도,함평군,1321,1066
기초의료급여,2025-12,전라남도,영광군,2301,1791
기초의료급여,2025-12,전라남도,장성군,1434,1152
기초의료급여,2025-12,전라남도,완도군,1703,1395
기초의료급여,2025-12,전라남도,진도군,1367,1091
기초의료급여,2025-12,전라남도,신안군,1396,1121
기초의료급여,2025-12,경상북도,포항시,540,539
기초의료급여,2025-12,경상북도,포항시남구,8878,7146
기초의료급여,2025-12,경상북도,포항시북구,9879,7783
기초의료급여,2025-12,경상북도,경주시,9035,7423
기초의료급여,2025-12,경상북도,김천시,5156,4212
기초의료급여,2025-12,경상북도,안동시,7282,5956
기초의료급여,2025-12,경상북도,구미시,9563,7488
기초의료급여,2025-12,경상북도,영주시,4692,3824
기초의료급여,2025-12,경상북도,영천시,5273,4327
기초의료급여,2025-12,경상북도,상주시,3483,2955
기초의료급여,2025-12,경상북도,문경시,2367,2029
기초의료급여,2025-12,경상북도,경산시,8693,6940
기초의료급여,2025-12,경상북도,의성군,2109,1826
기초의료급여,2025-12,경상북도,청송군,1003,845
기초의료급여,2025-12,경상북도,영양군,721,560
기초의료급여,2025-12,경상북도,영덕군,1762,1526
기초의료급여,2025-12,경상북도,청도군,1683,1469
기초의료급여,2025-12,경상북도,고령군,1437,1214
기초의료급여,2025-12,경상북도,성주군,1732,1452
기초의료급여,2025-12,경상북도,칠곡군,3895,3140
기초의료급여,2025-12,경상북도,예천군,1804,1474
기초의료급여,2025-12,경상북도,봉화군,1012,850
기초의료급여,2025-12,경상북도,울진군,1967,1638
기초의료급여,2025-12,경상북도,울릉군,164,142
기초의료급여,2025-12,경상남도,창원시,147,147
기초의료급여,2025-12,경상남도,창원시의창구,6089,4904
기초의료급여,2025-12,경상남도,창원시성산구,2747,2251
기초의료급여,2025-12,경상남도,창원시마산합포구,6603,5740
기초의료급여,2025-12,경상남도,창원시마산회원구,6036,5139
기초의료급여,2025-12,경상남도,창원시진해구,4827,4044
기초의료급여,2025-12,경상남도,진주시,11157,8979
기초의료급여,2025-12,경상남도,통영시,6019,4804
기초의료급여,2025-12,경상남도,사천시,4151,3481
기초의료급여,2025-12,경상남도,김해시,15695,12358
기초의료급여,2025-12,경상남도,밀양시,4184,3451
기초의료급여,2025-12,경상남도,거제시,5093,4225
기초의료급여,2025-12,경상남도,양산시,10552,8373
기초의료급여,2025-12,경상남도,의령군,1359,1158
기초의료급여,2025-12,경상남도,함안군,2092,1753
기초의료급여,2025-12,경상남도,창녕군,2475,2082
기초의료급여,2025-12,경상남도,고성군,2280,1929
기초의료급여,2025-12,경상남도,남해군,1523,1258
기초의료급여,2025-12,경상남도,하동군,2077,1694
기초의료급여,2025-12,경상남도,산청군,1366,1165
기초의료급여,2025-12,경상남도,함양군,1700,1396
기초의료급여,2025-12,경상남도,거창군,2217,1744
기초의료급여,2025-12,경상남도,합천군,1835,1502
기초의료급여,2025-12,제주특별자치도,제주시,15291,11784
기초의료급여,2025-12,제주특별자치도,서귀포시,6264,4943
기초의료급여,2025-12,강원특별자치도,춘천시,10618,8514
기초의료급여,2025-12,강원특별자치도,원주시,11356,9211
기초의료급여,2025-12,강원특별자치도,강릉시,7299,6089
기초의료급여,2025-12,강원특별자치도,동해시,2997,2468
기초의료급여,2025-12,강원특별자치도,태백시,1569,1299
기초의료급여,2025-12,강원특별자치도,속초시,3459,2860
기초의료급여,2025-12,강원특별자치도,삼척시,2395,1946
기초의료급여,2025-12,강원특별자치도,홍천군,1983,1616
기초의료급여,2025-12,강원특별자치도,횡성군,1356,1117
기초의료급여,2025-12,강원특별자치도,영월군,1077,923
기초의료급여,2025-12,강원특별자치도,평창군,903,771
기초의료급여,2025-12,강원특별자치도,정선군,1030,904
기초의료급여,2025-12,강원특별자치도,철원군,1162,979
기초의료급여,2025-12,강원특별자치도,화천군,650,558
기초의료급여,2025-12,강원특별자치도,양구군,807,634
기초의료급여,2025-12,강원특별자치도,인제군,848,702
기초의료급여,2025-12,강원특별자치도,고성군,945,767
기초의료급여,2025-12,강원특별자치도,양양군,1178,1014
기초의료급여,2025-12,전북특별자치도,전주시,701,698
기초의료급여,2025-12,전북특별자치도,전주시 완산구,13620,10194
기초의료급여,2025-12,전북특별자치도,전주시 덕진구,10056,7391
기초의료급여,2025-12,전북특별자치도,군산시,11210,8866
기초의료급여,2025-12,전북특별자치도,익산시,14417,11073
기초의료급여,2025-12,전북특별자치도,정읍시,5542,4349
기초의료급여,2025-12,전북특별자치도,남원시,4217,3273
기초의료급여,2025-12,전북특별자치도,김제시,5106,3958
기초의료급여,2025-12,전북특별자치도,완주군,4493,3385
기초의료급여,2025-12,전북특별자치도,진안군,1016,805
기초의료급여,2025-12,전북특별자치도,무주군,822,663
기초의료급여,2025-12,전북특별자치도,장수군,847,645
기초의료급여,2025-12,전북특별자치도,임실군,1244,958
기초의료급여,2025-12,전북특별자치도,순창군,1126,862
기초의료급여,2025-12,전북특별자치도,고창군,2121,1746
기초의료급여,2025-12,전북특별자치도,부안군,2084,1748
기초주거급여,2025-12,서울특별시,종로구,5779,4889
기초주거급여,2025-12,서울특별시,중구,6140,5146
기초주거급여,2025-12,서울특별시,용산구,9042,7152
기초주거급여,2025-12,서울특별시,성동구,10572,8273
기초주거급여,2025-12,서울특별시,광진구,15620,11708
기초주거급여,2025-12,서울특별시,동대문구,16777,13424
기초주거급여,2025-12,서울특별시,중랑구,31447,23295
기초주거급여,2025-12,서울특별시,성북구,18836,14171
기초주거급여,2025-12,서울특별시,강북구,25978,19757
기초주거급여,2025-12,서울특별시,도봉구,19133,14028
기초주거급여,2025-12,서울특별시,노원구,33406,24621
기초주거급여,2025-12,서울특별시,은평구,28118,20683
기초주거급여,2025-12,서울특별시,서대문구,12474,9542
기초주거급여,2025-12,서울특별시,마포구,12487,9436
기초주거급여,2025-12,서울특별시,양천구,20036,14907
기초주거급여,2025-12,서울특별시,강서구,35271,26315
기초주거급여,2025-12,서울특별시,구로구,17402,12886
기초주거급여,2025-12,서울특별시,금천구,15253,11922
기초주거급여,2025-12,서울특별시,영등포구,12644,10664
기초주거급여,2025-12,서울특별시,동작구,13856,10892
기초주거급여,2025-12,서울특별시,관악구,26475,21204
기초주거급여,2025-12,서울특별시,서초구,8248,5981
기초주거급여,2025-12,서울특별시,강남구,17542,13143
기초주거급여,2025-12,서울특별시,송파구,20453,14952
기초주거급여,2025-12,서울특별시,강동구,20198,15527
기초주거급여,2025-12,부산광역시,중구,5004,4106
기초주거급여,2025-12,부산광역시,서구,10912,8489
기초주거급여,2025-12,부산광역시,동구,10830,8373
기초주거급여,2025-12,부산광역시,영도구,13641,10551
기초주거급여,2025-12,부산광역시,부산진구,25909,19741
기초주거급여,2025-12,부산광역시,동래구,15012,11180
기초주거급여,2025-12,부산광역시,남구,13887,10513
기초주거급여,2025-12,부산광역시,북구,24564,18272
기초주거급여,2025-12,부산광역시,해운대구,24563,18046
기초주거급여,2025-12,부산광역시,사하구,27770,20549
기초주거급여,2025-12,부산광역시,금정구,15290,11722
기초주거급여,2025-12,부산광역시,강서구,5361,3635
기초주거급여,2025-12,부산광역시,연제구,13673,10427
기초주거급여,2025-12,부산광역시,수영구,11018,8454
기초주거급여,2025-12,부산광역시,사상구,17090,13206
기초주거급여,2025-12,부산광역시,기장군,13422,9082
기초주거급여,2025-12,대구광역시,중구,5028,3779
기초주거급여,2025-12,대구광역시,동구,24598,18539
기초주거급여,2025-12,대구광역시,서구,18385,13827
기초주거급여,2025-12,대구광역시,남구,16501,12513
기초주거급여,2025-12,대구광역시,북구,24892,18025
기초주거급여,2025-12,대구광역시,수성구,21935,15807
기초주거급여,2025-12,대구광역시,달서구,36856,27060
기초주거급여,2025-12,대구광역시,달성군,14560,9356
기초주거급여,2025-12,대구광역시,군위군,1145,876
기초주거급여,2025-12,인천광역시,중구,9390,6758
기초주거급여,2025-12,인천광역시,동구,3759,2944
기초주거급여,2025-12,인천광역시,미추홀구,32431,23059
기초주거급여,2025-12,인천광역시,연수구,13467,9630
기초주거급여,2025-12,인천광역시,남동구,39509,27908
기초주거급여,2025-12,인천광역시,부평구,34327,24537
기초주거급여,2025-12,인천광역시,계양구,19822,14013
기초주거급여,2025-12,인천광역시,서구,32375,21860
기초주거급여,2025-12,인천광역시,강화군,4301,3282
기초주거급여,2025-12,인천광역시,옹진군,577,485
기초주거급여,2025-12,광주광역시,동구,7015,5429
기초주거급여,2025-12,광주광역시,서구,19155,13392
기초주거급여,2025-12,광주광역시,남구,15290,10516
기초주거급여,2025-12,광주광역시,북구,35044,24636
기초주거급여,2025-12,광주광역시,광산구,25171,15843
기초주거급여,2025-12,대전광역시,동구,19466,14442
기초주거급여,2025-12,대전광역시,중구,15068,11343
기초주거급여,2025-12,대전광역시,서구,21671,15354
기초주거급여,2025-12,대전광역시,유성구,12274,8633
기초주거급여,2025-12,대전광역시,대덕구,12935,9251
기초주거급여,2025-12,울산광역시,중구,10646,8130
기초주거급여,2025-12,울산광역시,남구,13095,10079
기초주거급여,2025-12,울산광역시,동구,7011,4838
기초주거급여,2025-12,울산광역시,북구,7366,4873
기초주거급여,2025-12,울산광역시,울주군,9195,6693
기초주거급여,2025-12,세종특별자치시,세종특별자치시,9490,6222
기초주거급여,2025-12,경기도,수원시,77,77
기초주거급여,2025-12,경기도,수원시장안구,8580,6657
기초주거급여,2025-12,경기도,수원시권선구,11631,8842
기초주거급여,2025-12,경기도,수원시팔달구,8259,6698
기초주거급여,2025-12,경기도,수원시영통구,4307,3363
기초주거급여,2025-12,경기도,성남시,100,100
기초주거급여,2025-12,경기도,성남시수정구,14876,11472
기초주거급여,2025-12,경기도,성남시중원구,11260,8356
기초주거급여,2025-12,경기도,성남시분당구,9208,6739
기초주거급여,2025-12,경기도,의정부시,27227,19724
기초주거급여,2025-12,경기도,안양시,42,42
기초주거급여,2025-12,경기도,안양시만안구,9994,7710
기초주거급여,2025-12,경기도,안양시동안구,6171,4593
기초주거급여,2025-12,경기도,부천시 원미구,15190,11718
기초주거급여,2025-12,경기도,부천시 소사구,9413,7250
기초주거급여,2025-12,경기도,부천시 오정구,8374,6003
기초주거급여,2025-12,경기도,광명시,9939,7153
기초주거급여,2025-12,경기도,평택시,21370,15227
기초주거급여,2025-12,경기도,동두천시,9178,6472
기초주거급여,2025-12,경기도,안산시,82,81
기초주거급여,2025-12,경기도,안산시상록구,21862,15220
기초주거급여,2025-12,경기도,안산시단원구,14385,10413
기초주거급여,2025-12,경기도,고양시,180,178
기초주거급여,2025-12,경기도,고양시덕양구,23001,17128
기초주거급여,2025-12,경기도,고양시일산동구,10566,7611
기초주거급여,2025-12,경기도,고양시일산서구,7035,5092
기초주거급여,2025-12,경기도,과천시,1315,972
기초주거급여,2025-12,경기도,구리시,8759,6579
기초주거급여,2025-12,경기도,남양주시,30885,21957
기초주거급여,2025-12,경기도,오산시,8253,5888
기초주거급여,2025-12,경기도,시흥시,20484,14767
기초주거급여,2025-12,경기도,군포시,11790,8557
기초주거급여,2025-12,경기도,의왕시,3991,2916
기초주거급여,2025-12,경기도,하남시,8930,6761
기초주거급여,2025-12,경기도,용인시,209,208
기초주거급여,2025-12,경기도,용인시처인구,8420,6075
기초주거급여,2025-12,경기도,용인시기흥구,11825,8173
기초주거급여,2025-12,경기도,용인시수지구,3284,2388
기초주거급여,2025-12,경기도,파주시,27447,18460
기초주거급여,2025-12,경기도,이천시,7904,5821
기초주거급여,2025-12,경기도,안성시,8534,6444
기초주거급여,2025-12,경기도,김포시,16866,11943
기초주거급여,2025-12,경기도,화성시,21538,15816
기초주거급여,2025-12,경기도,광주시,11888,8185
기초주거급여,2025-12,경기도,양주시,17327,11612
기초주거급여,2025-12,경기도,포천시,9798,7284
기초주거급여,2025-12,경기도,여주시,6592,4840
기초주거급여,2025-12,경기도,연천군,2945,2341
기초주거급여,2025-12,경기도,가평군,4192,3335
기초주거급여,2025-12,경기도,양평군,5691,4359
기초주거급여,2025-12,충청북도,청주시,259,259
기초주거급여,2025-12,충청북도,청주시상당구,10276,7466
기초주거급여,2025-12,충청북도,청주시서원구,10335,7759
기초주거급여,2025-12,충청북도,청주시흥덕구,9337,6528
기초주거급여,2025-12,충청북도,청주시청원구,7441,5337
