사업명,기준년월,시도,시군구,수급권자수,수급가구수
기초주거급여,2025-12,충청북도,충주시,11853,8880
기초주거급여,2025-12,충청북도,제천시,9318,7018
기초주거급여,2025-12,충청북도,보은군,1958,1521
기초주거급여,2025-12,충청북도,옥천군,3056,2304
기초주거급여,2025-12,충청북도,영동군,2437,1835
기초주거급여,2025-12,충청북도,증평군,2323,1751
기초주거급여,2025-12,충청북도,진천군,3250,2375
기초주거급여,2025-12,충청북도,괴산군,2021,1497
기초주거급여,2025-12,충청북도,음성군,5611,4390
기초주거급여,2025-12,충청북도,단양군,1444,1141
기초주거급여,2025-12,충청남도,천안시,218,218
기초주거급여,2025-12,충청남도,천안시 동남구,10612,7861
기초주거급여,2025-12,충청남도,천안시 서북구,11732,8413
기초주거급여,2025-12,충청남도,공주시,5649,4270
기초주거급여,2025-12,충청남도,보령시,5861,4458
기초주거급여,2025-12,충청남도,아산시,14627,10563
기초주거급여,2025-12,충청남도,서산시,6044,4509
기초주거급여,2025-12,충청남도,논산시,8347,6192
기초주거급여,2025-12,충청남도,계룡시,1419,983
기초주거급여,2025-12,충청남도,당진시,6215,4595
기초주거급여,2025-12,충청남도,금산군,2920,2160
기초주거급여,2025-12,충청남도,부여군,3563,2740
기초주거급여,2025-12,충청남도,서천군,3307,2612
기초주거급여,2025-12,충청남도,청양군,1204,907
기초주거급여,2025-12,충청남도,홍성군,5020,3743
기초주거급여,2025-12,충청남도,예산군,3863,2972
기초주거급여,2025-12,충청남도,태안군,3001,2306
기초주거급여,2025-12,전라남도,목포시,20148,14091
기초주거급여,2025-12,전라남도,여수시,13425,10165
기초주거급여,2025-12,전라남도,순천시,12033,8906
기초주거급여,2025-12,전라남도,나주시,5931,4224
기초주거급여,2025-12,전라남도,광양시,6110,4188
기초주거급여,2025-12,전라남도,담양군,2483,1894
기초주거급여,2025-12,전라남도,곡성군,1675,1336
기초주거급여,2025-12,전라남도,구례군,1517,1208
기초주거급여,2025-12,전라남도,고흥군,4223,3391
기초주거급여,2025-12,전라남도,보성군,2389,1855
기초주거급여,2025-12,전라남도,화순군,3564,2703
기초주거급여,2025-12,전라남도,장흥군,2190,1596
기초주거급여,2025-12,전라남도,강진군,2043,1469
기초주거급여,2025-12,전라남도,해남군,3711,2891
기초주거급여,2025-12,전라남도,영암군,1698,1227
기초주거급여,2025-12,전라남도,무안군,3348,2339
기초주거급여,2025-12,전라남도,함평군,1868,1475
기초주거급여,2025-12,전라남도,영광군,3155,2340
기초주거급여,2025-12,전라남도,장성군,2175,1675
기초주거급여,2025-12,전라남도,완도군,1522,1156
기초주거급여,2025-12,전라남도,진도군,1762,1397
기초주거급여,2025-12,전라남도,신안군,1284,991
기초주거급여,2025-12,경상북도,포항시,113,112
기초주거급여,2025-12,경상북도,포항시남구,15547,11621
기초주거급여,2025-12,경상북도,포항시북구,16715,12214
기초주거급여,2025-12,경상북도,경주시,14373,11007
기초주거급여,2025-12,경상북도,김천시,7696,5714
기초주거급여,2025-12,경상북도,안동시,11323,8744
기초주거급여,2025-12,경상북도,구미시,16200,11555
기초주거급여,2025-12,경상북도,영주시,7240,5520
기초주거급여,2025-12,경상북도,영천시,7476,5764
기초주거급여,2025-12,경상북도,상주시,4615,3588
기초주거급여,2025-12,경상북도,문경시,3186,2618
기초주거급여,2025-12,경상북도,경산시,15367,11124
기초주거급여,2025-12,경상북도,의성군,2625,2142
기초주거급여,2025-12,경상북도,청송군,1292,1058
기초주거급여,2025-12,경상북도,영양군,1030,782
기초주거급여,2025-12,경상북도,영덕군,2220,1760
기초주거급여,2025-12,경상북도,청도군,2233,1820
기초주거급여,2025-12,경상북도,고령군,2271,1713
기초주거급여,2025-12,경상북도,성주군,1637,1228
기초주거급여,2025-12,경상북도,칠곡군,6604,4553
기초주거급여,2025-12,경상북도,예천군,2556,1945
기초주거급여,2025-12,경상북도,봉화군,1321,1051
기초주거급여,2025-12,경상북도,울진군,2939,2362
기초주거급여,2025-12,경상북도,울릉군,221,173
기초주거급여,2025-12,경상남도,창원시,56,56
기초주거급여,2025-12,경상남도,창원시의창구,11271,8139
기초주거급여,2025-12,경상남도,창원시성산구,6094,4382
기초주거급여,2025-12,경상남도,창원시마산합포구,11494,8942
기초주거급여,2025-12,경상남도,창원시마산회원구,10855,8397
기초주거급여,2025-12,경상남도,창원시진해구,10040,7246
기초주거급여,2025-12,경상남도,진주시,18011,13417
기초주거급여,2025-12,경상남도,통영시,10637,7645
기초주거급여,2025-12,경상남도,사천시,6790,5115
기초주거급여,2025-12,경상남도,김해시,30118,20751
기초주거급여,2025-12,경상남도,밀양시,6644,5169
기초주거급여,2025-12,경상남도,거제시,10658,7489
기초주거급여,2025-12,경상남도,양산시,19473,14079
기초주거급여,2025-12,경상남도,의령군,1888,1560
기초주거급여,2025-12,경상남도,함안군,3331,2541
기초주거급여,2025-12,경상남도,창녕군,3199,2446
기초주거급여,2025-12,경상남도,고성군,2670,2020
기초주거급여,2025-12,경상남도,남해군,2383,1865
기초주거급여,2025-12,경상남도,하동군,2769,2146
기초주거급여,2025-12,경상남도,산청군,1837,1451
기초주거급여,2025-12,경상남도,함양군,2628,2056
기초주거급여,2025-12,경상남도,거창군,3375,2484
기초주거급여,2025-12,경상남도,합천군,2557,2091
기초주거급여,2025-12,제주특별자치도,제주시,27065,18366
기초주거급여,2025-12,제주특별자치도,서귀포시,10629,7424
기초주거급여,2025-12,강원특별자치도,춘천시,17133,12486
기초주거급여,2025-12,강원특별자치도,원주시,18779,13765
기초주거급여,2025-12,강원특별자치도,강릉시,13003,9883
기초주거급여,2025-12,강원특별자치도,동해시,5643,4272
기초주거급여,2025-12,강원특별자치도,태백시,2324,1816
기초주거급여,2025-12,강원특별자치도,속초시,5851,4427
기초주거급여,2025-12,강원특별자치도,삼척시,3941,3075
기초주거급여,2025-12,강원특별자치도,홍천군,2936,2245
기초주거급여,2025-12,강원특별자치도,횡성군,1810,1411
기초주거급여,2025-12,강원특별자치도,영월군,1515,1204
기초주거급여,2025-12,강원특별자치도,평창군,1200,959
기초주거급여,2025-12,강원특별자치도,정선군,1551,1311
기초주거급여,2025-12,강원특별자치도,철원군,1442,1104
기초주거급여,2025-12,강원특별자치도,화천군,1151,930
기초주거급여,2025-12,강원특별자치도,양구군,763,576
기초주거급여,2025-12,강원특별자치도,인제군,1212,939
기초주거급여,2025-12,강원특별자치도,고성군,1301,1026
기초주거급여,2025-12,강원특별자치도,양양군,1565,1275
기초주거급여,2025-12,전북특별자치도,전주시,153,149
기초주거급여,2025-12,전북특별자치도,전주시 완산구,24903,16968
기초주거급여,2025-12,전북특별자치도,전주시 덕진구,18574,12536
기초주거급여,2025-12,전북특별자치도,군산시,19823,14362
기초주거급여,2025-12,전북특별자치도,익산시,23271,16547
기초주거급여,2025-12,전북특별자치도,정읍시,8279,6089
기초주거급여,2025-12,전북특별자치도,남원시,6361,4644
기초주거급여,2025-12,전북특별자치도,김제시,7391,5403
기초주거급여,2025-12,전북특별자치도,완주군,6785,4646
기초주거급여,2025-12,전북특별자치도,진안군,1524,1143
기초주거급여,2025-12,전북특별자치도,무주군,1163,875
기초주거급여,2025-12,전북특별자치도,장수군,1215,856
기초주거급여,2025-12,전북특별자치도,임실군,1728,1287
기초주거급여,2025-12,전북특별자치도,순창군,1616,1176
기초주거급여,2025-12,전북특별자치도,고창군,2649,1952
기초주거급여,2025-12,전북특별자치도,부안군,3143,2407
기초교육급여,2025-12,서울특별시,종로구,316,246
기초교육급여,2025-12,서울특별시,중구,344,256
기초교육급여,2025-12,서울특별시,용산구,617,457
기초교육급여,2025-12,서울특별시,성동구,672,491
기초교육급여,2025-12,서울특별시,광진구,1310,928
기초교육급여,2025-12,서울특별시,동대문구,1189,848
기초교육급여,2025-12,서울특별시,중랑구,2563,1789
기초교육급여,2025-12,서울특별시,성북구,1674,1222
기초교육급여,2025-12,서울특별시,강북구,1948,1397
기초교육급여,2025-12,서울특별시,도봉구,1837,1302
기초교육급여,2025-12,서울특별시,노원구,2413,1771
기초교육급여,2025-12,서울특별시,은평구,2469,1799
기초교육급여,2025-12,서울특별시,서대문구,961,722
기초교육급여,2025-12,서울특별시,마포구,782,572
기초교육급여,2025-12,서울특별시,양천구,1802,1265
기초교육급여,2025-12,서울특별시,강서구,2595,1820
기초교육급여,2025-12,서울특별시,구로구,1685,1170
기초교육급여,2025-12,서울특별시,금천구,1114,826
기초교육급여,2025-12,서울특별시,영등포구,600,446
기초교육급여,2025-12,서울특별시,동작구,1025,765
기초교육급여,2025-12,서울특별시,관악구,1665,1220
기초교육급여,2025-12,서울특별시,서초구,699,454
기초교육급여,2025-12,서울특별시,강남구,1033,720
기초교육급여,2025-12,서울특별시,송파구,1805,1241
기초교육급여,2025-12,서울특별시,강동구,1669,1210
기초교육급여,2025-12,부산광역시,중구,292,203
기초교육급여,2025-12,부산광역시,서구,896,673
기초교육급여,2025-12,부산광역시,동구,715,487
기초교육급여,2025-12,부산광역시,영도구,1035,738
기초교육급여,2025-12,부산광역시,부산진구,2089,1472
기초교육급여,2025-12,부산광역시,동래구,1492,1032
기초교육급여,2025-12,부산광역시,남구,1298,939
기초교육급여,2025-12,부산광역시,북구,2064,1416
기초교육급여,2025-12,부산광역시,해운대구,2230,1570
기초교육급여,2025-12,부산광역시,사하구,2834,1967
기초교육급여,2025-12,부산광역시,금정구,1293,928
기초교육급여,2025-12,부산광역시,강서구,932,581
기초교육급여,2025-12,부산광역시,연제구,1201,856
기초교육급여,2025-12,부산광역시,수영구,924,686
기초교육급여,2025-12,부산광역시,사상구,1422,1019
기초교육급여,2025-12,부산광역시,기장군,1728,1113
기초교육급여,2025-12,대구광역시,중구,452,314
기초교육급여,2025-12,대구광역시,동구,2289,1598
기초교육급여,2025-12,대구광역시,서구,1755,1224
기초교육급여,2025-12,대구광역시,남구,1554,1137
기초교육급여,2025-12,대구광역시,북구,2956,2040
기초교육급여,2025-12,대구광역시,수성구,2287,1639
기초교육급여,2025-12,대구광역시,달서구,3713,2576
기초교육급여,2025-12,대구광역시,달성군,2328,1547
기초교육급여,2025-12,대구광역시,군위군,125,86
기초교육급여,2025-12,인천광역시,중구,1159,762
기초교육급여,2025-12,인천광역시,동구,370,255
기초교육급여,2025-12,인천광역시,미추홀구,4047,2804
기초교육급여,2025-12,인천광역시,연수구,1725,1134
기초교육급여,2025-12,인천광역시,남동구,4697,3228
기초교육급여,2025-12,인천광역시,부평구,3869,2695
기초교육급여,2025-12,인천광역시,계양구,2282,1584
기초교육급여,2025-12,인천광역시,서구,4819,3204
기초교육급여,2025-12,인천광역시,강화군,443,299
기초교육급여,2025-12,인천광역시,옹진군,49,32
기초교육급여,2025-12,광주광역시,동구,732,513
기초교육급여,2025-12,광주광역시,서구,2400,1639
기초교육급여,2025-12,광주광역시,남구,2077,1422
기초교육급여,2025-12,광주광역시,북구,4434,2973
기초교육급여,2025-12,광주광역시,광산구,4405,2921
기초교육급여,2025-12,대전광역시,동구,2169,1504
기초교육급여,2025-12,대전광역시,중구,1653,1160
기초교육급여,2025-12,대전광역시,서구,3034,2059
기초교육급여,2025-12,대전광역시,유성구,1638,1103
기초교육급여,2025-12,대전광역시,대덕구,1679,1140
기초교육급여,2025-12,울산광역시,중구,672,446
기초교육급여,2025-12,울산광역시,남구,662,463
기초교육급여,2025-12,울산광역시,동구,629,378
기초교육급여,2025-12,울산광역시,북구,696,425
기초교육급여,2025-12,울산광역시,울주군,715,503
기초교육급여,2025-12,세종특별자치시,세종특별자치시,1707,1084
기초교육급여,2025-12,경기도,수원시,13,13
기초교육급여,2025-12,경기도,수원시장안구,843,593
기초교육급여,2025-12,경기도,수원시권선구,1277,886
기초교육급여,2025-12,경기도,수원시팔달구,655,446
기초교육급여,2025-12,경기도,수원시영통구,417,285
기초교육급여,2025-12,경기도,성남시수정구,1217,861
기초교육급여,2025-12,경기도,성남시중원구,1365,955
기초교육급여,2025-12,경기도,성남시분당구,751,501
기초교육급여,2025-12,경기도,의정부시,3185,2193
기초교육급여,2025-12,경기도,안양시,3,3
기초교육급여,2025-12,경기도,안양시만안구,970,689
기초교육급여,2025-12,경기도,안양시동안구,648,462
기초교육급여,2025-12,경기도,부천시,1,1
기초교육급여,2025-12,경기도,부천시 원미구,1414,960
기초교육급여,2025-12,경기도,부천시 소사구,780,564
기초교육급여,2025-12,경기도,부천시 오정구,1026,703
기초교육급여,2025-12,경기도,광명시,1024,723
기초교육급여,2025-12,경기도,평택시,3407,2257
기초교육급여,2025-12,경기도,동두천시,1211,815
기초교육급여,2025-12,경기도,안산시상록구,3217,2180
기초교육급여,2025-12,경기도,안산시단원구,1794,1248
기초교육급여,2025-12,경기도,고양시,1,1
기초교육급여,2025-12,경기도,고양시덕양구,2063,1437
기초교육급여,2025-12,경기도,고양시일산동구,1169,805
기초교육급여,2025-12,경기도,고양시일산서구,846,581
기초교육급여,2025-12,경기도,과천시,92,63
기초교육급여,2025-12,경기도,구리시,811,578
기초교육급여,2025-12,경기도,남양주시,3684,2466
기초교육급여,2025-12,경기도,오산시,1238,834
기초교육급여,2025-12,경기도,시흥시,2745,1838
기초교육급여,2025-12,경기도,군포시,1272,886
기초교육급여,2025-12,경기도,의왕시,329,241
기초교육급여,2025-12,경기도,하남시,832,561
기초교육급여,2025-12,경기도,용인시,5,4
기초교육급여,2025-12,경기도,용인시처인구,1295,820
기초교육급여,2025-12,경기도,용인시기흥구,1250,833
기초교육급여,2025-12,경기도,용인시수지구,321,244
기초교육급여,2025-12,경기도,파주시,3791,2495
기초교육급여,2025-12,경기도,이천시,1179,772
기초교육급여,2025-12,경기도,안성시,1065,735
기초교육급여,2025-12,경기도,김포시,1991,1306
기초교육급여,2025-12,경기도,화성시,2783,1862
기초교육급여,2025-12,경기도,광주시,2098,1420
기초교육급여,2025-12,경기도,양주시,2556,1642
기초교육급여,2025-12,경기도,포천시,1140,765
기초교육급여,2025-12,경기도,여주시,979,693
기초교육급여,2025-12,경기도,연천군,290,191
기초교육급여,2025-12,경기도,가평군,362,235
기초교육급여,2025-12,경기도,양평군,751,503
기초교육급여,2025-12,충청북도,청주시,18,18
기초교육급여,2025-12,충청북도,청주시상당구,1602,1075
기초교육급여,2025-12,충청북도,청주시서원구,1333,900
기초교육급여,2025-12,충청북도,청주시흥덕구,1640,1119
기초교육급여,2025-12,충청북도,청주시청원구,1097,715
기초교육급여,2025-12,충청북도,충주시,1472,1028
기초교육급여,2025-12,충청북도,제천시,1046,689
기초교육급여,2025-12,충청북도,보은군,202,128
기초교육급여,2025-12,충청북도,옥천군,364,239
기초교육급여,2025-12,충청북도,영동군,288,195
기초교육급여,2025-12,충청북도,증평군,321,212
기초교육급여,2025-12,충청북도,진천군,494,314
기초교육급여,2025-12,충청북도,괴산군,193,120
기초교육급여,2025-12,충청북도,음성군,713,501
기초교육급여,2025-12,충청북도,단양군,156,96
기초교육급여,2025-12,충청남도,천안시,11,11
기초교육급여,2025-12,충청남도,천안시 동남구,1509,1049
기초교육급여,2025-12,충청남도,천안시 서북구,1883,1276
기초교육급여,2025-12,충청남도,공주시,737,487
기초교육급여,2025-12,충청남도,보령시,784,515
기초교육급여,2025-12,충청남도,아산시,2191,1457
기초교육급여,2025-12,충청남도,서산시,1016,674
기초교육급여,2025-12,충청남도,논산시,1172,786
기초교육급여,2025-12,충청남도,계룡시,257,170
기초교육급여,2025-12,충청남도,당진시,919,607
기초교육급여,2025-12,충청남도,금산군,388,259
기초교육급여,2025-12,충청남도,부여군,528,340
기초교육급여,2025-12,충청남도,서천군,294,190
기초교육급여,2025-12,충청남도,청양군,216,138
기초교육급여,2025-12,충청남도,홍성군,663,434
기초교육급여,2025-12,충청남도,예산군,489,328
기초교육급여,2025-12,충청남도,태안군,397,258
기초교육급여,2025-12,전라남도,목포시,3123,2102
기초교육급여,2025-12,전라남도,여수시,1785,1202
기초교육급여,2025-12,전라남도,순천시,1642,1100
기초교육급여,2025-12,전라남도,나주시,1096,709
기초교육급여,2025-12,전라남도,광양시,1177,749
기초교육급여,2025-12,전라남도,담양군,277,189
기초교육급여,2025-12,전라남도,곡성군,141,95
기초교육급여,2025-12,전라남도,구례군,156,105
기초교육급여,2025-12,전라남도,고흥군,408,270
기초교육급여,2025-12,전라남도,보성군,256,169
기초교육급여,2025-12,전라남도,화순군,409,263
기초교육급여,2025-12,전라남도,장흥군,324,202
기초교육급여,2025-12,전라남도,강진군,307,201
기초교육급여,2025-12,전라남도,해남군,490,342
기초교육급여,2025-12,전라남도,영암군,403,270
기초교육급여,2025-12,전라남도,무안군,682,436
기초교육급여,2025-12,전라남도,함평군,206,143
기초교육급여,2025-12,전라남도,영광군,430,285
기초교육급여,2025-12,전라남도,장성군,322,195
기초교육급여,2025-12,전라남도,완도군,303,197
기초교육급여,2025-12,전라남도,진도군,222,140
기초교육급여,2025-12,전라남도,신안군,341,202
기초교육급여,2025-12,경상북도,포항시,2,2
기초교육급여,2025-12,경상북도,포항시남구,1982,1356
기초교육급여,2025-12,경상북도,포항시북구,2175,1476
기초교육급여,2025-12,경상북도,경주시,1570,1097
기초교육급여,2025-12,경상북도,김천시,1057,742
기초교육급여,2025-12,경상북도,안동시,1089,739
기초교육급여,2025-12,경상북도,구미시,2538,1721
기초교육급여,2025-12,경상북도,영주시,787,514
기초교육급여,2025-12,경상북도,영천시,881,597
기초교육급여,2025-12,경상북도,상주시,590,408
기초교육급여,2025-12,경상북도,문경시,305,210
기초교육급여,2025-12,경상북도,경산시,2082,1422
기초교육급여,2025-12,경상북도,의성군,280,187
기초교육급여,2025-12,경상북도,청송군,93,64
기초교육급여,2025-12,경상북도,영양군,127,80
기초교육급여,2025-12,경상북도,영덕군,287,200
기초교육급여,2025-12,경상북도,청도군,201,137
기초교육급여,2025-12,경상북도,고령군,251,163
기초교육급여,2025-12,경상북도,성주군,273,184
기초교육급여,2025-12,경상북도,칠곡군,1182,772
기초교육급여,2025-12,경상북도,예천군,336,213
기초교육급여,2025-12,경상북도,봉화군,118,82
기초교육급여,2025-12,경상북도,울진군,245,170
기초교육급여,2025-12,경상북도,울릉군,25,17
기초교육급여,2025-12,경상남도,창원시,3,3
기초교육급여,2025-12,경상남도,창원시의창구,1589,1083
기초교육급여,2025-12,경상남도,창원시성산구,987,683
기초교육급여,2025-12,경상남도,창원시마산합포구,1326,915
기초교육급여,2025-12,경상남도,창원시마산회원구,1297,886
기초교육급여,2025-12,경상남도,창원시진해구,1606,1094
기초교육급여,2025-12,경상남도,진주시,2670,1784
기초교육급여,2025-12,경상남도,통영시,1525,1030
기초교육급여,2025-12,경상남도,사천시,933,610
기초교육급여,2025-12,경상남도,김해시,4965,3328
기초교육급여,2025-12,경상남도,밀양시,766,531
기초교육급여,2025-12,경상남도,거제시,2138,1380
기초교육급여,2025-12,경상남도,양산시,2509,1709
기초교육급여,2025-12,경상남도,의령군,184,122
기초교육급여,2025-12,경상남도,함안군,462,307
기초교육급여,2025-12,경상남도,창녕군,438,261
기초교육급여,2025-12,경상남도,고성군,449,302
기초교육급여,2025-12,경상남도,남해군,291,195
기초교육급여,2025-12,경상남도,하동군,313,203
기초교육급여,2025-12,경상남도,산청군,204,133
기초교육급여,2025-12,경상남도,함양군,351,227
기초교육급여,2025-12,경상남도,거창군,495,309
기초교육급여,2025-12,경상남도,합천군,169,110
기초교육급여,2025-12,제주특별자치도,제주시,4554,3029
기초교육급여,2025-12,제주특별자치도,서귀포시,1745,1155
기초교육급여,2025-12,강원특별자치도,춘천시,2050,1396
기초교육급여,2025-12,강원특별자치도,원주시,2464,1698
기초교육급여,2025-12,강원특별자치도,강릉시,1394,980
기초교육급여,2025-12,강원특별자치도,동해시,663,441
기초교육급여,2025-12,강원특별자치도,태백시,319,215
기초교육급여,2025-12,강원특별자치도,속초시,655,446
기초교육급여,2025-12,강원특별자치도,삼척시,364,250
기초교육급여,2025-12,강원특별자치도,홍천군,293,207
기초교육급여,2025-12,강원특별자치도,횡성군,175,114
기초교육급여,2025-12,강원특별자치도,영월군,206,131
기초교육급여,2025-12,강원특별자치도,평창군,111,72
기초교육급여,2025-12,강원특별자치도,정선군,151,98
기초교육급여,2025-12,강원특별자치도,철원군,220,140
기초교육급여,2025-12,강원특별자치도,화천군,100,67
기초교육급여,2025-12,강원특별자치도,양구군,125,75
기초교육급여,2025-12,강원특별자치도,인제군,153,92
기초교육급여,2025-12,강원특별자치도,고성군,113,75
기초교육급여,2025-12,강원특별자치도,양양군,119,83
기초교육급여,2025-12,전북특별자치도,전주시 완산구,3509,2346
기초교육급여,2025-12,전북특별자치도,전주시 덕진구,2893,1921
기초교육급여,2025-12,전북특별자치도,군산시,2616,1754
기초교육급여,2025-12,전북특별자치도,익산시,3235,2153
기초교육급여,2025-12,전북특별자치도,정읍시,1065,706
기초교육급여,2025-12,전북특별자치도,남원시,855,539
기초교육급여,2025-12,전북특별자치도,김제시,876,567
기초교육급여,2025-12,전북특별자치도,완주군,1067,686
기초교육급여,2025-12,전북특별자치도,진안군,188,119
기초교육급여,2025-12,전북특별자치도,무주군,160,106
기초교육급여,2025-12,전북특별자치도,장수군,167,110
기초교육급여,2025-12,전북특별자치도,임실군,245,157
기초교육급여,2025-12,전북특별자치도,순창군,228,144
기초교육급여,2025-12,전북특별자치도,고창군,498,324
기초교육급여,2025-12,전북특별자치도,부안군,353,240
차상위장애인,2025-12,서울특별시,종로구,190,188
차상위장애인,2025-12,서울특별시,중구,248,242
차상위장애인,2025-12,서울특별시,용산구,250,246
차상위장애인,2025-12,서울특별시,성동구,557,542
차상위장애인,2025-12,서울특별시,광진구,531,520
차상위장애인,2025-12,서울특별시,동대문구,704,688
차상위장애인,2025-12,서울특별시,중랑구,1054,1016
차상위장애인,2025-12,서울특별시,성북구,779,753
차상위장애인,2025-12,서울특별시,강북구,1048,999
차상위장애인,2025-12,서울특별시,도봉구,771,745
차상위장애인,2025-12,서울특별시,노원구,1369,1335
차상위장애인,2025-12,서울특별시,은평구,987,946
차상위장애인,2025-12,서울특별시,서대문구,518,499
차상위장애인,2025-12,서울특별시,마포구,612,588
차상위장애인,2025-12,서울특별시,양천구,997,960
차상위장애인,2025-12,서울특별시,강서구,1420,1344
차상위장애인,2025-12,서울특별시,구로구,806,773
차상위장애인,2025-12,서울특별시,금천구,559,532
차상위장애인,2025-12,서울특별시,영등포구,545,528
차상위장애인,2025-12,서울특별시,동작구,739,713
차상위장애인,2025-12,서울특별시,관악구,969,929
차상위장애인,2025-12,서울특별시,서초구,405,395
차상위장애인,2025-12,서울특별시,강남구,710,677
차상위장애인,2025-12,서울특별시,송파구,882,863
차상위장애인,2025-12,서울특별시,강동구,1178,1139
차상위장애인,2025-12,부산광역시,중구,157,153
차상위장애인,2025-12,부산광역시,서구,452,436
차상위장애인,2025-12,부산광역시,동구,418,403
차상위장애인,2025-12,부산광역시,영도구,558,535
차상위장애인,2025-12,부산광역시,부산진구,868,836
차상위장애인,2025-12,부산광역시,동래구,533,521
차상위장애인,2025-12,부산광역시,남구,666,645
차상위장애인,2025-12,부산광역시,북구,676,662
차상위장애인,2025-12,부산광역시,해운대구,995,957
차상위장애인,2025-12,부산광역시,사하구,937,903
차상위장애인,2025-12,부산광역시,금정구,640,617
차상위장애인,2025-12,부산광역시,강서구,221,215
차상위장애인,2025-12,부산광역시,연제구,467,452
차상위장애인,2025-12,부산광역시,수영구,348,338
차상위장애인,2025-12,부산광역시,사상구,470,451
차상위장애인,2025-12,부산광역시,기장군,657,638
차상위장애인,2025-12,대구광역시,중구,204,198
차상위장애인,2025-12,대구광역시,동구,1293,1234
차상위장애인,2025-12,대구광역시,서구,693,665
차상위장애인,2025-12,대구광역시,남구,542,517
차상위장애인,2025-12,대구광역시,북구,1109,1075
차상위장애인,2025-12,대구광역시,수성구,743,721
차상위장애인,2025-12,대구광역시,달서구,1421,1388
차상위장애인,2025-12,대구광역시,달성군,648,624
차상위장애인,2025-12,대구광역시,군위군,160,153
차상위장애인,2025-12,인천광역시,중구,350,339
차상위장애인,2025-12,인천광역시,동구,235,221
차상위장애인,2025-12,인천광역시,미추홀구,1070,1026
차상위장애인,2025-12,인천광역시,연수구,546,532
차상위장애인,2025-12,인천광역시,남동구,1634,1556
차상위장애인,2025-12,인천광역시,부평구,1337,1281
차상위장애인,2025-12,인천광역시,계양구,844,815
차상위장애인,2025-12,인천광역시,서구,1325,1274
차상위장애인,2025-12,인천광역시,강화군,318,312
차상위장애인,2025-12,인천광역시,옹진군,114,108
차상위장애인,2025-12,광주광역시,동구,273,266
차상위장애인,2025-12,광주광역시,서구,718,693
차상위장애인,2025-12,광주광역시,남구,686,655
차상위장애인,2025-12,광주광역시,북구,1368,1325
차상위장애인,2025-12,광주광역시,광산구,916,884
차상위장애인,2025-12,대전광역시,동구,735,708
차상위장애인,2025-12,대전광역시,중구,597,576
차상위장애인,2025-12,대전광역시,서구,805,777
차상위장애인,2025-12,대전광역시,유성구,687,660
차상위장애인,2025-12,대전광역시,대덕구,541,520
차상위장애인,2025-12,울산광역시,중구,533,510
차상위장애인,2025-12,울산광역시,남구,533,517
차상위장애인,2025-12,울산광역시,동구,391,377
차상위장애인,2025-12,울산광역시,북구,428,416
차상위장애인,2025-12,울산광역시,울주군,499,486
차상위장애인,2025-12,세종특별자치시,세종특별자치시,552,532
차상위장애인,2025-12,경기도,수원시장안구,535,519
차상위장애인,2025-12,경기도,수원시권선구,730,716
차상위장애인,2025-12,경기도,수원시팔달구,363,351
차상위장애인,2025-12,경기도,수원시영통구,347,331
차상위장애인,2025-12,경기도,성남시수정구,453,445
차상위장애인,2025-12,경기도,성남시중원구,491,478
차상위장애인,2025-12,경기도,성남시분당구,559,541
차상위장애인,2025-12,경기도,의정부시,1101,1057
차상위장애인,2025-12,경기도,안양시만안구,470,450
차상위장애인,2025-12,경기도,안양시동안구,390,386
차상위장애인,2025-12,경기도,부천시 원미구,678,659
차상위장애인,2025-12,경기도,부천시 소사구,516,495
차상위장애인,2025-12,경기도,부천시 오정구,480,459
차상위장애인,2025-12,경기도,광명시,493,476
차상위장애인,2025-12,경기도,평택시,1058,1016
차상위장애인,2025-12,경기도,동두천시,523,497
차상위장애인,2025-12,경기도,안산시상록구,1070,1024
차상위장애인,2025-12,경기도,안산시단원구,769,737
차상위장애인,2025-12,경기도,고양시덕양구,1015,984
차상위장애인,2025-12,경기도,고양시일산동구,531,516
차상위장애인,2025-12,경기도,고양시일산서구,409,392
차상위장애인,2025-12,경기도,과천시,116,113
차상위장애인,2025-12,경기도,구리시,314,307
차상위장애인,2025-12,경기도,남양주시,1711,1640
차상위장애인,2025-12,경기도,오산시,452,431
차상위장애인,2025-12,경기도,시흥시,875,846
차상위장애인,2025-12,경기도,군포시,555,532
차상위장애인,2025-12,경기도,의왕시,443,422
차상위장애인,2025-12,경기도,하남시,550,537
차상위장애인,2025-12,경기도,용인시처인구,569,551
차상위장애인,2025-12,경기도,용인시기흥구,804,780
차상위장애인,2025-12,경기도,용인시수지구,313,309
차상위장애인,2025-12,경기도,파주시,1149,1093
차상위장애인,2025-12,경기도,이천시,463,441
차상위장애인,2025-12,경기도,안성시,433,421
차상위장애인,2025-12,경기도,김포시,906,867
차상위장애인,2025-12,경기도,화성시,1498,1444
차상위장애인,2025-12,경기도,광주시,688,655
차상위장애인,2025-12,경기도,양주시,822,780
차상위장애인,2025-12,경기도,포천시,475,462
차상위장애인,2025-12,경기도,여주시,326,310
차상위장애인,2025-12,경기도,연천군,247,238
차상위장애인,2025-12,경기도,가평군,192,187
차상위장애인,2025-12,경기도,양평군,319,310
차상위장애인,2025-12,충청북도,청주시상당구,531,507
차상위장애인,2025-12,충청북도,청주시서원구,500,474
차상위장애인,2025-12,충청북도,청주시흥덕구,475,454
차상위장애인,2025-12,충청북도,청주시청원구,417,393
